gen	nevals	avg	std	min	max
380	600   	0  	0  	0  	0  
381	581   	0  	0  	0  	0  
382	559   	0  	0  	0  	0  
383	627   	0  	0  	0  	0  
384	577   	0  	0  	0  	0  
385	597   	0  	0  	0  	0  
386	610   	0  	0  	0  	0  
387	589   	0  	0  	0  	0  
388	611   	0  	0  	0  	0  
389	592   	0  	0  	0  	0  
390	589   	0  	0  	0  	0  
391	614   	0  	0  	0  	0  
392	580   	0  	0  	0  	0  
393	600   	0  	0  	0  	0  
394	622   	0  	0  	0  	0  
395	620   	0  	0  	0  	0  
396	628   	0  	0  	0  	0  
397	607   	0  	0  	0  	0  
398	579   	0  	0  	0  	0  
399	587   	0  	0  	0  	0  
400	579   	0  	0  	0  	0  
401	599   	0  	0  	0  	0  
402	594   	0  	0  	0  	0  
403	628   	0  	0  	0  	0  
404	620   	0  	0  	0  	0  
405	622   	0  	0  	0  	0  
406	631   	0  	0  	0  	0  
407	578   	0  	0  	0  	0  
408	627   	0  	0  	0  	0  
409	598   	0  	0  	0  	0  
410	607   	0  	0  	0  	0  
411	586   	0  	0  	0  	0  
412	575   	0  	0  	0  	0  
413	585   	0  	0  	0  	0  
414	604   	0  	0  	0  	0  
415	589   	0  	0  	0  	0  
416	607   	0  	0  	0  	0  
417	595   	0  	0  	0  	0  
418	557   	0  	0  	0  	0  
419	598   	0  	0  	0  	0  
420	564   	0  	0  	0  	0  
421	597   	0  	0  	0  	0  
422	621   	0  	0  	0  	0  
423	613   	0  	0  	0  	0  
424	574   	0  	0  	0  	0  
425	575   	0  	0  	0  	0  
426	599   	0  	0  	0  	0  
427	580   	0  	0  	0  	0  
428	651   	0  	0  	0  	0  
429	614   	0  	0  	0  	0  
430	626   	0  	0  	0  	0  
431	605   	0  	0  	0  	0  
432	587   	0  	0  	0  	0  
433	580   	0  	0  	0  	0  
434	571   	0  	0  	0  	0  
435	628   	0  	0  	0  	0  
436	600   	0  	0  	0  	0  
437	557   	0  	0  	0  	0  
438	565   	0  	0  	0  	0  
439	611   	0  	0  	0  	0  
440	576   	0  	0  	0  	0  
441	598   	0  	0  	0  	0  
442	569   	0  	0  	0  	0  
443	558   	0  	0  	0  	0  
444	614   	0  	0  	0  	0  
445	562   	0  	0  	0  	0  
446	586   	0  	0  	0  	0  
447	565   	0  	0  	0  	0  
448	621   	0  	0  	0  	0  
449	572   	0  	0  	0  	0  
450	613   	0  	0  	0  	0  
451	622   	0  	0  	0  	0  
452	592   	0  	0  	0  	0  
453	630   	0  	0  	0  	0  
454	597   	0  	0  	0  	0  
455	579   	0  	0  	0  	0  
456	602   	0  	0  	0  	0  
457	617   	0  	0  	0  	0  
458	613   	0  	0  	0  	0  
459	601   	0  	0  	0  	0  
460	610   	0  	0  	0  	0  
461	604   	0  	0  	0  	0  
462	605   	0  	0  	0  	0  
463	617   	0  	0  	0  	0  
464	599   	0  	0  	0  	0  
465	604   	0  	0  	0  	0  
466	607   	0  	0  	0  	0  
467	578   	0  	0  	0  	0  
468	581   	0  	0  	0  	0  
469	586   	0  	0  	0  	0  
470	592   	0  	0  	0  	0  
471	603   	0  	0  	0  	0  
472	606   	0  	0  	0  	0  
473	608   	0  	0  	0  	0  
474	600   	0  	0  	0  	0  
475	598   	0  	0  	0  	0  
476	601   	0  	0  	0  	0  
477	607   	0  	0  	0  	0  
478	596   	0  	0  	0  	0  
479	586   	0  	0  	0  	0  
480	577   	0  	0  	0  	0  
481	561   	0  	0  	0  	0  
482	592   	0  	0  	0  	0  
483	588   	0  	0  	0  	0  
484	586   	0  	0  	0  	0  
485	597   	0  	0  	0  	0  
486	576   	0  	0  	0  	0  
487	629   	0  	0  	0  	0  
488	608   	0  	0  	0  	0  
489	617   	0  	0  	0  	0  
490	588   	0  	0  	0  	0  
491	587   	0  	0  	0  	0  
492	563   	0  	0  	0  	0  
493	582   	0  	0  	0  	0  
494	621   	0  	0  	0  	0  
495	573   	0  	0  	0  	0  
496	603   	0  	0  	0  	0  
497	620   	0  	0  	0  	0  
498	594   	0  	0  	0  	0  
499	585   	0  	0  	0  	0  
500	615   	0  	0  	0  	0  
501	615   	0  	0  	0  	0  
502	556   	0  	0  	0  	0  
503	604   	0  	0  	0  	0  
504	620   	0  	0  	0  	0  
505	619   	0  	0  	0  	0  
506	586   	0  	0  	0  	0  
507	597   	0  	0  	0  	0  
508	570   	0  	0  	0  	0  
509	638   	0  	0  	0  	0  
510	619   	0  	0  	0  	0  
511	616   	0  	0  	0  	0  
512	576   	0  	0  	0  	0  
513	591   	0  	0  	0  	0  
514	630   	0  	0  	0  	0  
515	597   	0  	0  	0  	0  
516	624   	0  	0  	0  	0  
517	602   	0  	0  	0  	0  
518	580   	0  	0  	0  	0  
519	623   	0  	0  	0  	0  
520	611   	0  	0  	0  	0  
521	580   	0  	0  	0  	0  
522	595   	0  	0  	0  	0  
523	581   	0  	0  	0  	0  
524	568   	0  	0  	0  	0  
525	617   	0  	0  	0  	0  
526	622   	0  	0  	0  	0  
527	596   	0  	0  	0  	0  
528	620   	0  	0  	0  	0  
529	608   	0  	0  	0  	0  
530	610   	0  	0  	0  	0  
531	617   	0  	0  	0  	0  
532	593   	0  	0  	0  	0  
533	607   	0  	0  	0  	0  
534	615   	0  	0  	0  	0  
535	623   	0  	0  	0  	0  
536	614   	0  	0  	0  	0  
537	578   	0  	0  	0  	0  
538	636   	0  	0  	0  	0  
539	601   	0  	0  	0  	0  
540	608   	0  	0  	0  	0  
541	616   	0  	0  	0  	0  
542	580   	0  	0  	0  	0  
543	565   	0  	0  	0  	0  
544	590   	0  	0  	0  	0  
545	639   	0  	0  	0  	0  
546	634   	0  	0  	0  	0  
547	578   	0  	0  	0  	0  
548	600   	0  	0  	0  	0  
549	603   	0  	0  	0  	0  
550	601   	0  	0  	0  	0  
551	592   	0  	0  	0  	0  
552	593   	0  	0  	0  	0  
553	590   	0  	0  	0  	0  
554	638   	0  	0  	0  	0  
555	618   	0  	0  	0  	0  
556	597   	0  	0  	0  	0  
557	585   	0  	0  	0  	0  
558	600   	0  	0  	0  	0  
559	627   	0  	0  	0  	0  
560	610   	0  	0  	0  	0  
561	593   	0  	0  	0  	0  
562	588   	0  	0  	0  	0  
563	622   	0  	0  	0  	0  
564	622   	0  	0  	0  	0  
565	619   	0  	0  	0  	0  
566	573   	0  	0  	0  	0  
567	581   	0  	0  	0  	0  
568	570   	0  	0  	0  	0  
569	580   	0  	0  	0  	0  
570	591   	0  	0  	0  	0  
571	601   	0  	0  	0  	0  
572	633   	0  	0  	0  	0  
573	600   	0  	0  	0  	0  
574	604   	0  	0  	0  	0  
575	577   	0  	0  	0  	0  
576	593   	0  	0  	0  	0  
577	602   	0  	0  	0  	0  
578	625   	0  	0  	0  	0  
579	614   	0  	0  	0  	0  
580	589   	0  	0  	0  	0  
581	614   	0  	0  	0  	0  
582	609   	0  	0  	0  	0  
583	605   	0  	0  	0  	0  
584	614   	0  	0  	0  	0  
585	583   	0  	0  	0  	0  
586	614   	0  	0  	0  	0  
587	585   	0  	0  	0  	0  
588	586   	0  	0  	0  	0  
589	606   	0  	0  	0  	0  
590	564   	0  	0  	0  	0  
591	607   	0  	0  	0  	0  
592	610   	0  	0  	0  	0  
593	582   	0  	0  	0  	0  
594	601   	0  	0  	0  	0  
595	587   	0  	0  	0  	0  
596	566   	0  	0  	0  	0  
597	626   	0  	0  	0  	0  
598	622   	0  	0  	0  	0  
599	602   	0  	0  	0  	0  
600	604   	0  	0  	0  	0  
601	602   	0  	0  	0  	0  
602	642   	0  	0  	0  	0  
603	612   	0  	0  	0  	0  
604	588   	0  	0  	0  	0  
605	589   	0  	0  	0  	0  
606	629   	0  	0  	0  	0  
607	604   	0  	0  	0  	0  
608	605   	0  	0  	0  	0  
609	598   	0  	0  	0  	0  
610	570   	0  	0  	0  	0  
611	566   	0  	0  	0  	0  
612	579   	0  	0  	0  	0  
613	610   	0  	0  	0  	0  
614	600   	0  	0  	0  	0  
615	607   	0  	0  	0  	0  
616	608   	0  	0  	0  	0  
617	584   	0  	0  	0  	0  
618	608   	0  	0  	0  	0  
619	615   	0  	0  	0  	0  
620	577   	0  	0  	0  	0  
621	621   	0  	0  	0  	0  
622	627   	0  	0  	0  	0  
623	577   	0  	0  	0  	0  
624	587   	0  	0  	0  	0  
625	619   	0  	0  	0  	0  
626	573   	0  	0  	0  	0  
627	614   	0  	0  	0  	0  
628	613   	0  	0  	0  	0  
629	587   	0  	0  	0  	0  
630	616   	0  	0  	0  	0  
631	597   	0  	0  	0  	0  
632	587   	0  	0  	0  	0  
633	601   	0  	0  	0  	0  
634	551   	0  	0  	0  	0  
635	616   	0  	0  	0  	0  
636	605   	0  	0  	0  	0  
637	645   	0  	0  	0  	0  
638	585   	0  	0  	0  	0  
639	643   	0  	0  	0  	0  
640	586   	0  	0  	0  	0  
641	610   	0  	0  	0  	0  
642	612   	0  	0  	0  	0  
643	597   	0  	0  	0  	0  
644	621   	0  	0  	0  	0  
645	604   	0  	0  	0  	0  
646	594   	0  	0  	0  	0  
647	612   	0  	0  	0  	0  
648	560   	0  	0  	0  	0  
649	594   	0  	0  	0  	0  
650	603   	0  	0  	0  	0  
651	588   	0  	0  	0  	0  
652	576   	0  	0  	0  	0  
653	608   	0  	0  	0  	0  
654	610   	0  	0  	0  	0  
655	613   	0  	0  	0  	0  
656	599   	0  	0  	0  	0  
657	613   	0  	0  	0  	0  
658	611   	0  	0  	0  	0  
659	592   	0  	0  	0  	0  
660	597   	0  	0  	0  	0  
661	585   	0  	0  	0  	0  
662	621   	0  	0  	0  	0  
663	616   	0  	0  	0  	0  
664	586   	0  	0  	0  	0  
665	590   	0  	0  	0  	0  
666	620   	0  	0  	0  	0  
667	606   	0  	0  	0  	0  
668	612   	0  	0  	0  	0  
669	607   	0  	0  	0  	0  
670	622   	0  	0  	0  	0  
671	600   	0  	0  	0  	0  
672	599   	0  	0  	0  	0  
673	598   	0  	0  	0  	0  
674	586   	0  	0  	0  	0  
675	567   	0  	0  	0  	0  
676	620   	0  	0  	0  	0  
